section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
14 Notifications,payment_link_created,14.030,What security/privacy rule applies to notification 'Payment link created'?,Payment link generated server-side; no secret data.,notification_security,MVP,school_coordinator,notifications,payment_link_creation,,sensitive,Apply notification security rule: Payment link generated server-side; no secret data.,Verify payment_link_created does not leak restricted data.,Yes
14 Notifications,payment_received,14.031,What triggers notification 'Payment received'?,payment_webhook,notification_trigger,MVP,"school_coordinator,finance_staff",notifications,payment_webhook,,internal,Create notification trigger for payment_received on event payment_webhook.,Simulate event payment_webhook and verify notification trigger.,Yes
14 Notifications,payment_received,14.032,Who receives notification 'Payment received'?,"school_coordinator,finance_staff",notification_recipient,MVP,"school_coordinator,finance_staff",notifications,payment_webhook,,sensitive,"Route payment_received only to recipients: school_coordinator,finance_staff.",Recipient routing test verifies payment_received.,Yes
14 Notifications,payment_received,14.033,What channel is used for notification 'Payment received'?,"email,in_app",notification_channel,MVP,"school_coordinator,finance_staff",notifications,payment_webhook,,internal,"Implement channel(s) email,in_app for payment_received; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,payment_received,14.034,What content should notification 'Payment received' contain?,Payment received/confirmed; next step exam slot booking.,notification_content,MVP,"school_coordinator,finance_staff",notifications,payment_webhook,,sensitive,Create template for payment_received: Payment received/confirmed; next step exam slot booking.,Template variable test verifies payment_received.,Yes
14 Notifications,payment_received,14.035,What security/privacy rule applies to notification 'Payment received'?,Send after verified webhook or manual confirmation only.,notification_security,MVP,"school_coordinator,finance_staff",notifications,payment_webhook,,sensitive,Apply notification security rule: Send after verified webhook or manual confirmation only.,Verify payment_received does not leak restricted data.,Yes
14 Notifications,payment_failed,14.036,What triggers notification 'Payment failed/expired'?,payment_webhook,notification_trigger,MVP,"school_coordinator,finance_staff",notifications,payment_webhook,,internal,Create notification trigger for payment_failed on event payment_webhook.,Simulate event payment_webhook and verify notification trigger.,Yes
14 Notifications,payment_failed,14.037,Who receives notification 'Payment failed/expired'?,"school_coordinator,finance_staff",notification_recipient,MVP,"school_coordinator,finance_staff",notifications,payment_webhook,,sensitive,"Route payment_failed only to recipients: school_coordinator,finance_staff.",Recipient routing test verifies payment_failed.,Yes
14 Notifications,payment_failed,14.038,What channel is used for notification 'Payment failed/expired'?,"email,in_app",notification_channel,MVP,"school_coordinator,finance_staff",notifications,payment_webhook,,internal,"Implement channel(s) email,in_app for payment_failed; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,payment_failed,14.039,What content should notification 'Payment failed/expired' contain?,Payment not completed; retry instructions.,notification_content,MVP,"school_coordinator,finance_staff",notifications,payment_webhook,,sensitive,Create template for payment_failed: Payment not completed; retry instructions.,Template variable test verifies payment_failed.,Yes
14 Notifications,payment_failed,14.040,What security/privacy rule applies to notification 'Payment failed/expired'?,No provider sensitive payload in message.,notification_security,MVP,"school_coordinator,finance_staff",notifications,payment_webhook,,sensitive,Apply notification security rule: No provider sensitive payload in message.,Verify payment_failed does not leak restricted data.,Yes
14 Notifications,manual_payment_confirmed,14.041,What triggers notification 'Manual payment confirmed'?,manual_payment_confirmation,notification_trigger,MVP,"school_coordinator,finance_staff",notifications,manual_payment_confirmation,,internal,Create notification trigger for manual_payment_confirmed on event manual_payment_confirmation.,Simulate event manual_payment_confirmation and verify notification trigger.,Yes
14 Notifications,manual_payment_confirmed,14.042,Who receives notification 'Manual payment confirmed'?,"school_coordinator,finance_staff",notification_recipient,MVP,"school_coordinator,finance_staff",notifications,manual_payment_confirmation,,sensitive,"Route manual_payment_confirmed only to recipients: school_coordinator,finance_staff.",Recipient routing test verifies manual_payment_confirmed.,Yes
14 Notifications,manual_payment_confirmed,14.043,What channel is used for notification 'Manual payment confirmed'?,"email,in_app",notification_channel,MVP,"school_coordinator,finance_staff",notifications,manual_payment_confirmation,,internal,"Implement channel(s) email,in_app for manual_payment_confirmed; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,manual_payment_confirmed,14.044,What content should notification 'Manual payment confirmed' contain?,Payment manually confirmed and audit reference.,notification_content,MVP,"school_coordinator,finance_staff",notifications,manual_payment_confirmation,,sensitive,Create template for manual_payment_confirmed: Payment manually confirmed and audit reference.,Template variable test verifies manual_payment_confirmed.,Yes
14 Notifications,manual_payment_confirmed,14.045,What security/privacy rule applies to notification 'Manual payment confirmed'?,Manual evidence not attached in email.,notification_security,MVP,"school_coordinator,finance_staff",notifications,manual_payment_confirmation,,sensitive,Apply notification security rule: Manual evidence not attached in email.,Verify manual_payment_confirmed does not leak restricted data.,Yes
14 Notifications,exam_slot_confirmed,14.046,What triggers notification 'Exam slot confirmed'?,exam_slot_selection,notification_trigger,MVP,"school_coordinator,operations_staff",notifications,exam_slot_selection,,internal,Create notification trigger for exam_slot_confirmed on event exam_slot_selection.,Simulate event exam_slot_selection and verify notification trigger.,Yes
14 Notifications,exam_slot_confirmed,14.047,Who receives notification 'Exam slot confirmed'?,"school_coordinator,operations_staff",notification_recipient,MVP,"school_coordinator,operations_staff",notifications,exam_slot_selection,,sensitive,"Route exam_slot_confirmed only to recipients: school_coordinator,operations_staff.",Recipient routing test verifies exam_slot_confirmed.,Yes
14 Notifications,exam_slot_confirmed,14.048,What channel is used for notification 'Exam slot confirmed'?,"email,in_app",notification_channel,MVP,"school_coordinator,operations_staff",notifications,exam_slot_selection,,internal,"Implement channel(s) email,in_app for exam_slot_confirmed; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,exam_slot_confirmed,14.049,What content should notification 'Exam slot confirmed' contain?,Exam date/time and conduct instructions.,notification_content,MVP,"school_coordinator,operations_staff",notifications,exam_slot_selection,,sensitive,Create template for exam_slot_confirmed: Exam date/time and conduct instructions.,Template variable test verifies exam_slot_confirmed.,Yes
14 Notifications,exam_slot_confirmed,14.050,What security/privacy rule applies to notification 'Exam slot confirmed'?,Own school only.,notification_security,MVP,"school_coordinator,operations_staff",notifications,exam_slot_selection,,sensitive,Apply notification security rule: Own school only.,Verify exam_slot_confirmed does not leak restricted data.,Yes
14 Notifications,exam_material_released,14.051,What triggers notification 'Exam material released'?,exam_material_release,notification_trigger,MVP,school_coordinator,notifications,exam_material_release,,internal,Create notification trigger for exam_material_released on event exam_material_release.,Simulate event exam_material_release and verify notification trigger.,Yes
14 Notifications,exam_material_released,14.052,Who receives notification 'Exam material released'?,school_coordinator,notification_recipient,MVP,school_coordinator,notifications,exam_material_release,,sensitive,Route exam_material_released only to recipients: school_coordinator.,Recipient routing test verifies exam_material_released.,Yes
14 Notifications,exam_material_released,14.053,What channel is used for notification 'Exam material released'?,"email,in_app",notification_channel,MVP,school_coordinator,notifications,exam_material_release,,internal,"Implement channel(s) email,in_app for exam_material_released; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,exam_material_released,14.054,What content should notification 'Exam material released' contain?,Exam materials available for secure download.,notification_content,MVP,school_coordinator,notifications,exam_material_release,,sensitive,Create template for exam_material_released: Exam materials available for secure download.,Template variable test verifies exam_material_released.,Yes
14 Notifications,exam_material_released,14.055,What security/privacy rule applies to notification 'Exam material released'?,Do not attach question papers directly; link requires login.,notification_security,MVP,school_coordinator,notifications,exam_material_release,,sensitive,Apply notification security rule: Do not attach question papers directly; link requires login.,Verify exam_material_released does not leak restricted data.,Yes
14 Notifications,material_downloaded,14.056,What triggers notification 'Exam material downloaded'?,exam_material_release,notification_trigger,MVP,operations_staff,notifications,exam_material_release,,internal,Create notification trigger for material_downloaded on event exam_material_release.,Simulate event exam_material_release and verify notification trigger.,Yes
14 Notifications,material_downloaded,14.057,Who receives notification 'Exam material downloaded'?,operations_staff,notification_recipient,MVP,operations_staff,notifications,exam_material_release,,sensitive,Route material_downloaded only to recipients: operations_staff.,Recipient routing test verifies material_downloaded.,Yes
14 Notifications,material_downloaded,14.058,What channel is used for notification 'Exam material downloaded'?,in_app,notification_channel,MVP,operations_staff,notifications,exam_material_release,,internal,Implement channel(s) in_app for material_downloaded; allow email provider mock if not configured.,Notification channel test verifies in_app.,Yes
14 Notifications,material_downloaded,14.059,What content should notification 'Exam material downloaded' contain?,Download audit alert/record for material.,notification_content,MVP,operations_staff,notifications,exam_material_release,,sensitive,Create template for material_downloaded: Download audit alert/record for material.,Template variable test verifies material_downloaded.,Yes
14 Notifications,material_downloaded,14.060,What security/privacy rule applies to notification 'Exam material downloaded'?,Internal only; useful for tracking leaks/disputes.,notification_security,MVP,operations_staff,notifications,exam_material_release,,sensitive,Apply notification security rule: Internal only; useful for tracking leaks/disputes.,Verify material_downloaded does not leak restricted data.,Yes
14 Notifications,courier_submitted,14.061,What triggers notification 'Courier details submitted'?,courier_submission,notification_trigger,MVP,"school_coordinator,operations_staff",notifications,courier_submission,,internal,Create notification trigger for courier_submitted on event courier_submission.,Simulate event courier_submission and verify notification trigger.,Yes
14 Notifications,courier_submitted,14.062,Who receives notification 'Courier details submitted'?,"school_coordinator,operations_staff",notification_recipient,MVP,"school_coordinator,operations_staff",notifications,courier_submission,,sensitive,"Route courier_submitted only to recipients: school_coordinator,operations_staff.",Recipient routing test verifies courier_submitted.,Yes
14 Notifications,courier_submitted,14.063,What channel is used for notification 'Courier details submitted'?,"email,in_app",notification_channel,MVP,"school_coordinator,operations_staff",notifications,courier_submission,,internal,"Implement channel(s) email,in_app for courier_submitted; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,courier_submitted,14.064,What content should notification 'Courier details submitted' contain?,AWB and dispatch details received.,notification_content,MVP,"school_coordinator,operations_staff",notifications,courier_submission,,sensitive,Create template for courier_submitted: AWB and dispatch details received.,Template variable test verifies courier_submitted.,Yes
14 Notifications,courier_submitted,14.065,What security/privacy rule applies to notification 'Courier details submitted'?,Receipt remains private; link requires login.,notification_security,MVP,"school_coordinator,operations_staff",notifications,courier_submission,,sensitive,Apply notification security rule: Receipt remains private; link requires login.,Verify courier_submitted does not leak restricted data.,Yes
14 Notifications,courier_received,14.066,What triggers notification 'Answer sheets received'?,answer_sheet_receipt,notification_trigger,MVP,"school_coordinator,operations_staff",notifications,answer_sheet_receipt,,internal,Create notification trigger for courier_received on event answer_sheet_receipt.,Simulate event answer_sheet_receipt and verify notification trigger.,Yes
14 Notifications,courier_received,14.067,Who receives notification 'Answer sheets received'?,"school_coordinator,operations_staff",notification_recipient,MVP,"school_coordinator,operations_staff",notifications,answer_sheet_receipt,,sensitive,"Route courier_received only to recipients: school_coordinator,operations_staff.",Recipient routing test verifies courier_received.,Yes
14 Notifications,courier_received,14.068,What channel is used for notification 'Answer sheets received'?,"email,in_app",notification_channel,MVP,"school_coordinator,operations_staff",notifications,answer_sheet_receipt,,internal,"Implement channel(s) email,in_app for courier_received; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,courier_received,14.069,What content should notification 'Answer sheets received' contain?,Answer sheets received or exception recorded.,notification_content,MVP,"school_coordinator,operations_staff",notifications,answer_sheet_receipt,,sensitive,Create template for courier_received: Answer sheets received or exception recorded.,Template variable test verifies courier_received.,Yes
14 Notifications,courier_received,14.070,What security/privacy rule applies to notification 'Answer sheets received'?,Exception details visible only as allowed.,notification_security,MVP,"school_coordinator,operations_staff",notifications,answer_sheet_receipt,,sensitive,Apply notification security rule: Exception details visible only as allowed.,Verify courier_received does not leak restricted data.,Yes
14 Notifications,omr_import_completed,14.071,What triggers notification 'OMR import completed'?,omr_result_import,notification_trigger,MVP,"evaluator,results_approver",notifications,omr_result_import,,internal,Create notification trigger for omr_import_completed on event omr_result_import.,Simulate event omr_result_import and verify notification trigger.,Yes
14 Notifications,omr_import_completed,14.072,Who receives notification 'OMR import completed'?,"evaluator,results_approver",notification_recipient,MVP,"evaluator,results_approver",notifications,omr_result_import,,sensitive,"Route omr_import_completed only to recipients: evaluator,results_approver.",Recipient routing test verifies omr_import_completed.,Yes
14 Notifications,omr_import_completed,14.073,What channel is used for notification 'OMR import completed'?,in_app,notification_channel,MVP,"evaluator,results_approver",notifications,omr_result_import,,internal,Implement channel(s) in_app for omr_import_completed; allow email provider mock if not configured.,Notification channel test verifies in_app.,Yes
14 Notifications,omr_import_completed,14.074,What content should notification 'OMR import completed' contain?,Import summary and exceptions requiring review.,notification_content,MVP,"evaluator,results_approver",notifications,omr_result_import,,sensitive,Create template for omr_import_completed: Import summary and exceptions requiring review.,Template variable test verifies omr_import_completed.,Yes
14 Notifications,omr_import_completed,14.075,What security/privacy rule applies to notification 'OMR import completed'?,Restricted to evaluator/results approver.,notification_security,MVP,"evaluator,results_approver",notifications,omr_result_import,,sensitive,Apply notification security rule: Restricted to evaluator/results approver.,Verify omr_import_completed does not leak restricted data.,Yes
14 Notifications,results_approved,14.076,What triggers notification 'Results approved internally'?,result_approval,notification_trigger,MVP,"results_approver,finverse_admin",notifications,result_approval,,internal,Create notification trigger for results_approved on event result_approval.,Simulate event result_approval and verify notification trigger.,Yes
14 Notifications,results_approved,14.077,Who receives notification 'Results approved internally'?,"results_approver,finverse_admin",notification_recipient,MVP,"results_approver,finverse_admin",notifications,result_approval,,sensitive,"Route results_approved only to recipients: results_approver,finverse_admin.",Recipient routing test verifies results_approved.,Yes
14 Notifications,results_approved,14.078,What channel is used for notification 'Results approved internally'?,in_app,notification_channel,MVP,"results_approver,finverse_admin",notifications,result_approval,,internal,Implement channel(s) in_app for results_approved; allow email provider mock if not configured.,Notification channel test verifies in_app.,Yes
14 Notifications,results_approved,14.079,What content should notification 'Results approved internally' contain?,Results approved and ready for publication.,notification_content,MVP,"results_approver,finverse_admin",notifications,result_approval,,sensitive,Create template for results_approved: Results approved and ready for publication.,Template variable test verifies results_approved.,Yes
14 Notifications,results_approved,14.080,What security/privacy rule applies to notification 'Results approved internally'?,No school notification until published.,notification_security,MVP,"results_approver,finverse_admin",notifications,result_approval,,sensitive,Apply notification security rule: No school notification until published.,Verify results_approved does not leak restricted data.,Yes
14 Notifications,results_published,14.081,What triggers notification 'Results published'?,result_publication,notification_trigger,MVP,school_coordinator,notifications,result_publication,,internal,Create notification trigger for results_published on event result_publication.,Simulate event result_publication and verify notification trigger.,Yes
14 Notifications,results_published,14.082,Who receives notification 'Results published'?,school_coordinator,notification_recipient,MVP,school_coordinator,notifications,result_publication,,sensitive,Route results_published only to recipients: school_coordinator.,Recipient routing test verifies results_published.,Yes
14 Notifications,results_published,14.083,What channel is used for notification 'Results published'?,"email,in_app",notification_channel,MVP,school_coordinator,notifications,result_publication,,internal,"Implement channel(s) email,in_app for results_published; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,results_published,14.084,What content should notification 'Results published' contain?,Results are available in school portal.,notification_content,MVP,school_coordinator,notifications,result_publication,,sensitive,Create template for results_published: Results are available in school portal.,Template variable test verifies results_published.,Yes
14 Notifications,results_published,14.085,What security/privacy rule applies to notification 'Results published'?,No full results attached; login required.,notification_security,MVP,school_coordinator,notifications,result_publication,,sensitive,Apply notification security rule: No full results attached; login required.,Verify results_published does not leak restricted data.,Yes
14 Notifications,certificates_generated,14.086,What triggers notification 'Certificates generated'?,certificate_generation,notification_trigger,MVP,results_approver,notifications,certificate_generation,,internal,Create notification trigger for certificates_generated on event certificate_generation.,Simulate event certificate_generation and verify notification trigger.,Yes
14 Notifications,certificates_generated,14.087,Who receives notification 'Certificates generated'?,results_approver,notification_recipient,MVP,results_approver,notifications,certificate_generation,,sensitive,Route certificates_generated only to recipients: results_approver.,Recipient routing test verifies certificates_generated.,Yes
14 Notifications,certificates_generated,14.088,What channel is used for notification 'Certificates generated'?,in_app,notification_channel,MVP,results_approver,notifications,certificate_generation,,internal,Implement channel(s) in_app for certificates_generated; allow email provider mock if not configured.,Notification channel test verifies in_app.,Yes
14 Notifications,certificates_generated,14.089,What content should notification 'Certificates generated' contain?,Certificate generation summary and errors.,notification_content,MVP,results_approver,notifications,certificate_generation,,sensitive,Create template for certificates_generated: Certificate generation summary and errors.,Template variable test verifies certificates_generated.,Yes
14 Notifications,certificates_generated,14.090,What security/privacy rule applies to notification 'Certificates generated'?,Restricted to approver/admin.,notification_security,MVP,results_approver,notifications,certificate_generation,,sensitive,Apply notification security rule: Restricted to approver/admin.,Verify certificates_generated does not leak restricted data.,Yes
14 Notifications,certificates_available,14.091,What triggers notification 'Certificates available'?,certificate_download,notification_trigger,MVP,school_coordinator,notifications,certificate_download,,internal,Create notification trigger for certificates_available on event certificate_download.,Simulate event certificate_download and verify notification trigger.,Yes
14 Notifications,certificates_available,14.092,Who receives notification 'Certificates available'?,school_coordinator,notification_recipient,MVP,school_coordinator,notifications,certificate_download,,sensitive,Route certificates_available only to recipients: school_coordinator.,Recipient routing test verifies certificates_available.,Yes
14 Notifications,certificates_available,14.093,What channel is used for notification 'Certificates available'?,"email,in_app",notification_channel,MVP,school_coordinator,notifications,certificate_download,,internal,"Implement channel(s) email,in_app for certificates_available; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,certificates_available,14.094,What content should notification 'Certificates available' contain?,Certificates available for secure download.,notification_content,MVP,school_coordinator,notifications,certificate_download,,sensitive,Create template for certificates_available: Certificates available for secure download.,Template variable test verifies certificates_available.,Yes
14 Notifications,certificates_available,14.095,What security/privacy rule applies to notification 'Certificates available'?,Download requires login; no bulk ZIP in email.,notification_security,MVP,school_coordinator,notifications,certificate_download,,sensitive,Apply notification security rule: Download requires login; no bulk ZIP in email.,Verify certificates_available does not leak restricted data.,Yes
14 Notifications,certificate_revoked,14.096,What triggers notification 'Certificate revoked'?,certificate_workflow,notification_trigger,MVP,"school_coordinator,results_approver",notifications,certificate_workflow,,internal,Create notification trigger for certificate_revoked on event certificate_workflow.,Simulate event certificate_workflow and verify notification trigger.,Yes
14 Notifications,certificate_revoked,14.097,Who receives notification 'Certificate revoked'?,"school_coordinator,results_approver",notification_recipient,MVP,"school_coordinator,results_approver",notifications,certificate_workflow,,sensitive,"Route certificate_revoked only to recipients: school_coordinator,results_approver.",Recipient routing test verifies certificate_revoked.,Yes
14 Notifications,certificate_revoked,14.098,What channel is used for notification 'Certificate revoked'?,"email,in_app",notification_channel,MVP,"school_coordinator,results_approver",notifications,certificate_workflow,,internal,"Implement channel(s) email,in_app for certificate_revoked; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,certificate_revoked,14.099,What content should notification 'Certificate revoked' contain?,Certificate revoked with reason where appropriate.,notification_content,MVP,"school_coordinator,results_approver",notifications,certificate_workflow,,sensitive,Create template for certificate_revoked: Certificate revoked with reason where appropriate.,Template variable test verifies certificate_revoked.,Yes
14 Notifications,certificate_revoked,14.100,What security/privacy rule applies to notification 'Certificate revoked'?,Careful wording; public verification shows revoked only.,notification_security,MVP,"school_coordinator,results_approver",notifications,certificate_workflow,,sensitive,Apply notification security rule: Careful wording; public verification shows revoked only.,Verify certificate_revoked does not leak restricted data.,Yes
14 Notifications,security_alert_login_failed,14.101,What triggers notification 'Repeated failed login alert'?,authentication,notification_trigger,MVP,system_admin,notifications,authentication,,internal,Create notification trigger for security_alert_login_failed on event authentication.,Simulate event authentication and verify notification trigger.,Yes
14 Notifications,security_alert_login_failed,14.102,Who receives notification 'Repeated failed login alert'?,system_admin,notification_recipient,MVP,system_admin,notifications,authentication,,sensitive,Route security_alert_login_failed only to recipients: system_admin.,Recipient routing test verifies security_alert_login_failed.,Yes
14 Notifications,security_alert_login_failed,14.103,What channel is used for notification 'Repeated failed login alert'?,"email,in_app",notification_channel,MVP,system_admin,notifications,authentication,,internal,"Implement channel(s) email,in_app for security_alert_login_failed; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,security_alert_login_failed,14.104,What content should notification 'Repeated failed login alert' contain?,Multiple failed login attempts detected.,notification_content,MVP,system_admin,notifications,authentication,,sensitive,Create template for security_alert_login_failed: Multiple failed login attempts detected.,Template variable test verifies security_alert_login_failed.,Yes
14 Notifications,security_alert_login_failed,14.105,What security/privacy rule applies to notification 'Repeated failed login alert'?,Do not expose password or sensitive details.,notification_security,MVP,system_admin,notifications,authentication,,restricted,Apply notification security rule: Do not expose password or sensitive details.,Verify security_alert_login_failed does not leak restricted data.,Yes
14 Notifications,role_permission_change,14.106,What triggers notification 'Role/permission changed'?,permission_management,notification_trigger,MVP,system_admin,notifications,permission_management,,internal,Create notification trigger for role_permission_change on event permission_management.,Simulate event permission_management and verify notification trigger.,Yes
14 Notifications,role_permission_change,14.107,Who receives notification 'Role/permission changed'?,system_admin,notification_recipient,MVP,system_admin,notifications,permission_management,,sensitive,Route role_permission_change only to recipients: system_admin.,Recipient routing test verifies role_permission_change.,Yes
14 Notifications,role_permission_change,14.108,What channel is used for notification 'Role/permission changed'?,"email,in_app",notification_channel,MVP,system_admin,notifications,permission_management,,internal,"Implement channel(s) email,in_app for role_permission_change; allow email provider mock if not configured.","Notification channel test verifies email,in_app.",Yes
14 Notifications,role_permission_change,14.109,What content should notification 'Role/permission changed' contain?,Security-sensitive permission change logged.,notification_content,MVP,system_admin,notifications,permission_management,,sensitive,Create template for role_permission_change: Security-sensitive permission change logged.,Template variable test verifies role_permission_change.,Yes
14 Notifications,role_permission_change,14.110,What security/privacy rule applies to notification 'Role/permission changed'?,Admin-only alert; audit trace included.,notification_security,MVP,system_admin,notifications,permission_management,,restricted,Apply notification security rule: Admin-only alert; audit trace included.,Verify role_permission_change does not leak restricted data.,Yes
15 Security Hardening,deny_by_default,15.001,What security control 'Default access policy' is required?,"Deny by default for all collections, files, APIs and routes unless explicitly granted.",security_control,MVP,all,all,security_hardening,,restricted,"Implement security control deny_by_default: Deny by default for all collections, files, APIs and routes unless explicitly granted.",Security test verifies deny_by_default.,Yes
15 Security Hardening,admin_mfa,15.002,What security control 'Admin MFA' is required?,Require MFA for system_admin and finverse_admin where identity provider/Directus supports it.,security_control,MVP,"system_admin,finverse_admin",authentication,security_hardening,,restricted,Implement security control admin_mfa: Require MFA for system_admin and finverse_admin where identity provider/Directus supports it.,Security test verifies admin_mfa.,Yes
15 Security Hardening,school_isolation,15.003,What security control 'School-level isolation' is required?,"Every school-facing query and mutation must derive school_id from authenticated session, not browser input.",security_control,MVP,school_coordinator,all_school_scoped_entities,security_hardening,,restricted,"Implement security control school_isolation: Every school-facing query and mutation must derive school_id from authenticated session, not browser input.",Security test verifies school_isolation.,Yes
15 Security Hardening,field_level_permissions,15.004,What security control 'Field-level restrictions' is required?,"Hide parent contact, payment internals, evaluation notes and internal notes from roles that do not need them.",security_control,MVP,all_roles,all_sensitive_entities,security_hardening,,restricted,"Implement security control field_level_permissions: Hide parent contact, payment internals, evaluation notes and internal notes from roles that do not need them.",Security test verifies field_level_permissions.,Yes
15 Security Hardening,private_files_default,15.005,What security control 'Private files by default' is required?,All files are private unless explicitly whitelisted for public certificate verification metadata.,security_control,MVP,all,files,security_hardening,,restricted,Implement security control private_files_default: All files are private unless explicitly whitelisted for public certificate verification metadata.,Security test verifies private_files_default.,Yes
15 Security Hardening,signed_downloads,15.006,What security control 'Controlled downloads' is required?,Downloads must pass through server-side permission check and log audit event; use signed/streamed access.,security_control,MVP,"school_coordinator,staff",files,security_hardening,,restricted,Implement security control signed_downloads: Downloads must pass through server-side permission check and log audit event; use signed/streamed access.,Security test verifies signed_downloads.,Yes
15 Security Hardening,webhook_signature,15.007,What security control 'Webhook signature verification' is required?,Razorpay webhook must verify signature before updating payment records.,security_control,MVP,payment_provider,payments,security_hardening,,restricted,Implement security control webhook_signature: Razorpay webhook must verify signature before updating payment records.,Security test verifies webhook_signature.,Yes
15 Security Hardening,webhook_idempotency,15.008,What security control 'Webhook idempotency' is required?,Duplicate webhook/event must not double-update payment or generate duplicate audit side effects.,security_control,MVP,payment_provider,payments,security_hardening,,restricted,Implement security control webhook_idempotency: Duplicate webhook/event must not double-update payment or generate duplicate audit side effects.,Security test verifies webhook_idempotency.,Yes
15 Security Hardening,rate_limiting,15.009,What security control 'Rate limiting' is required?,"Rate limit login, public verification, uploads, webhook endpoints and expensive export/download endpoints.",security_control,MVP,"public,all_users",api,security_hardening,,restricted,"Implement security control rate_limiting: Rate limit login, public verification, uploads, webhook endpoints and expensive export/download endpoints.",Security test verifies rate_limiting.,Yes
15 Security Hardening,input_validation,15.010,What security control 'Input validation' is required?,Validate all server inputs using schema validation; never trust client-side validation alone.,security_control,MVP,all_users,api,security_hardening,,restricted,Implement security control input_validation: Validate all server inputs using schema validation; never trust client-side validation alone.,Security test verifies input_validation.,Yes
15 Security Hardening,upload_validation,15.011,What security control 'Upload validation' is required?,"Validate file type, size, extension, MIME, and expected parser format before processing.",security_control,MVP,"school_coordinator,staff",files,security_hardening,,restricted,"Implement security control upload_validation: Validate file type, size, extension, MIME, and expected parser format before processing.",Security test verifies upload_validation.,Yes
15 Security Hardening,secrets_policy,15.012,What security control 'Secrets protection' is required?,"No secrets in browser, GitHub, logs, CSV, screenshots or generated documentation; .env.example uses placeholders only.",security_control,MVP,"developer,system_admin",secrets,security_hardening,,restricted,"Implement security control secrets_policy: No secrets in browser, GitHub, logs, CSV, screenshots or generated documentation; .env.example uses placeholders only.",Security test verifies secrets_policy.,Yes
15 Security Hardening,error_safety,15.013,What security control 'Safe error messages' is required?,"User-facing errors must be clear but not reveal internal table names, tokens, stack traces, SQL/API details.",security_control,MVP,all_users,api,security_hardening,,restricted,"Implement security control error_safety: User-facing errors must be clear but not reveal internal table names, tokens, stack traces, SQL/API details.",Security test verifies error_safety.,Yes
15 Security Hardening,audit_required,15.014,What security control 'Audit critical actions' is required?,"Audit login failures, role changes, payment updates, manual overrides, result changes, file downloads, certificate actions.",security_control,MVP,all_users,audit_events,security_hardening,,restricted,"Implement security control audit_required: Audit login failures, role changes, payment updates, manual overrides, result changes, file downloads, certificate actions.",Security test verifies audit_required.,Yes
15 Security Hardening,least_privilege,15.015,What security control 'Least privilege roles' is required?,Each role only receives permissions required for its workflow; delete disabled by default.,security_control,MVP,all_roles,permissions,security_hardening,,restricted,Implement security control least_privilege: Each role only receives permissions required for its workflow; delete disabled by default.,Security test verifies least_privilege.,Yes
15 Security Hardening,session_timeout,15.016,What security control 'Session timeout' is required?,Use reasonable session timeout; require re-authentication for high-risk admin/payment actions if possible.,security_control,MVP,all_users,authentication,security_hardening,,restricted,Implement security control session_timeout: Use reasonable session timeout; require re-authentication for high-risk admin/payment actions if possible.,Security test verifies session_timeout.,Yes
15 Security Hardening,csrf_protection,15.017,What security control 'CSRF protection' is required?,Protect mutating routes using same-site cookies/CSRF tokens or framework equivalent.,security_control,MVP,all_users,api,security_hardening,,restricted,Implement security control csrf_protection: Protect mutating routes using same-site cookies/CSRF tokens or framework equivalent.,Security test verifies csrf_protection.,Yes
15 Security Hardening,cors_restriction,15.018,What security control 'CORS restriction' is required?,Restrict API/CORS origins to approved portal domains in production.,security_control,MVP,system_admin,deployment,security_hardening,,restricted,Implement security control cors_restriction: Restrict API/CORS origins to approved portal domains in production.,Security test verifies cors_restriction.,Yes
15 Security Hardening,security_headers,15.019,What security control 'Security headers' is required?,"Add CSP, X-Frame-Options/frame-ancestors, Referrer-Policy, X-Content-Type-Options and HSTS where supported.",security_control,MVP,system_admin,frontend,security_hardening,,restricted,"Implement security control security_headers: Add CSP, X-Frame-Options/frame-ancestors, Referrer-Policy, X-Content-Type-Options and HSTS where supported.",Security test verifies security_headers.,Yes
15 Security Hardening,dependency_scanning,15.020,What security control 'Dependency security' is required?,Run npm audit or equivalent dependency checks; avoid abandoned packages for auth/payments/files.,security_control,MVP,developer,codebase,security_hardening,,internal,Implement security control dependency_scanning: Run npm audit or equivalent dependency checks; avoid abandoned packages for auth/payments/files.,Security test verifies dependency_scanning.,Yes
