section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
05 Data Schema,fields,05.126,What field 'id' is required in collection 'omr_imports'?,Type: uuid; Rule: primary key.,schema_field,MVP,,omr_imports,,,restricted,Create field omr_imports.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.127,What field 'import_code' is required in collection 'omr_imports'?,Type: string unique; Rule: required.,schema_field,MVP,,omr_imports,,,restricted,Create field omr_imports.import_code as string unique; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.128,What field 'participation_id' is required in collection 'omr_imports'?,Type: many-to-one participations; Rule: required.,schema_field,MVP,,omr_imports,,,restricted,Create field omr_imports.participation_id as many-to-one participations; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.129,What field 'courier_batch_id' is required in collection 'omr_imports'?,Type: many-to-one courier_batches; Rule: required.,schema_field,MVP,,omr_imports,,,restricted,Create field omr_imports.courier_batch_id as many-to-one courier_batches; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.130,What field 'uploaded_file' is required in collection 'omr_imports'?,Type: file; Rule: required result CSV.,schema_field,MVP,,omr_imports,,,restricted,Create field omr_imports.uploaded_file as file; enforce rule: required result CSV.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.131,What field 'row_count' is required in collection 'omr_imports'?,Type: integer; Rule: computed.,schema_field,MVP,,omr_imports,,,restricted,Create field omr_imports.row_count as integer; enforce rule: computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.132,What field 'valid_count' is required in collection 'omr_imports'?,Type: integer; Rule: computed.,schema_field,MVP,,omr_imports,,,restricted,Create field omr_imports.valid_count as integer; enforce rule: computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.133,What field 'error_count' is required in collection 'omr_imports'?,Type: integer; Rule: computed.,schema_field,MVP,,omr_imports,,,restricted,Create field omr_imports.error_count as integer; enforce rule: computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.134,What field 'review_status' is required in collection 'omr_imports'?,"Type: enum; Rule: uploaded, validated, exceptions_found, reviewed, approved, rejected.",schema_field,MVP,,omr_imports,,,restricted,"Create field omr_imports.review_status as enum; enforce rule: uploaded, validated, exceptions_found, reviewed, approved, rejected.",Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.135,What field 'uploaded_by' is required in collection 'omr_imports'?,Type: many-to-one directus_users; Rule: required.,schema_field,MVP,,omr_imports,,,restricted,Create field omr_imports.uploaded_by as many-to-one directus_users; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.136,What field 'approved_by' is required in collection 'omr_imports'?,Type: many-to-one directus_users; Rule: nullable.,schema_field,MVP,,omr_imports,,,restricted,Create field omr_imports.approved_by as many-to-one directus_users; enforce rule: nullable.,Schema test validates field type and presence.,Yes
05 Data Schema,collections,05.137,Should collection 'results' be created?,Yes.,schema,MVP,,results,,,sensitive,Create Directus collection results with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.138,What field 'id' is required in collection 'results'?,Type: uuid; Rule: primary key.,schema_field,MVP,,results,,,restricted,Create field results.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.139,What field 'result_code' is required in collection 'results'?,Type: string unique; Rule: required.,schema_field,MVP,,results,,,sensitive,Create field results.result_code as string unique; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.140,What field 'student_id' is required in collection 'results'?,Type: many-to-one students; Rule: required.,schema_field,MVP,,results,,,sensitive,Create field results.student_id as many-to-one students; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.141,What field 'participation_id' is required in collection 'results'?,Type: many-to-one participations; Rule: required.,schema_field,MVP,,results,,,sensitive,Create field results.participation_id as many-to-one participations; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.142,What field 'school_id' is required in collection 'results'?,Type: many-to-one schools; Rule: required isolation.,schema_field,MVP,,results,,,sensitive,Create field results.school_id as many-to-one schools; enforce rule: required isolation.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.143,What field 'raw_score' is required in collection 'results'?,Type: decimal; Rule: required after import.,schema_field,MVP,,results,,,sensitive,Create field results.raw_score as decimal; enforce rule: required after import.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.144,What field 'max_marks' is required in collection 'results'?,Type: decimal; Rule: required.,schema_field,MVP,,results,,,internal,Create field results.max_marks as decimal; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.145,What field 'percentage' is required in collection 'results'?,Type: decimal; Rule: computed.,schema_field,MVP,,results,,,sensitive,Create field results.percentage as decimal; enforce rule: computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.146,What field 'school_rank' is required in collection 'results'?,Type: integer; Rule: computed.,schema_field,MVP,,results,,,sensitive,Create field results.school_rank as integer; enforce rule: computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.147,What field 'city_rank' is required in collection 'results'?,Type: integer; Rule: optional computed.,schema_field,MVP,,results,,,sensitive,Create field results.city_rank as integer; enforce rule: optional computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.148,What field 'state_rank' is required in collection 'results'?,Type: integer; Rule: optional computed.,schema_field,MVP,,results,,,sensitive,Create field results.state_rank as integer; enforce rule: optional computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.149,What field 'national_rank' is required in collection 'results'?,Type: integer; Rule: optional computed.,schema_field,MVP,,results,,,sensitive,Create field results.national_rank as integer; enforce rule: optional computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.150,What field 'award_category' is required in collection 'results'?,"Type: enum; Rule: participation, bronze, silver, gold, topper, merit.",schema_field,MVP,,results,,,sensitive,"Create field results.award_category as enum; enforce rule: participation, bronze, silver, gold, topper, merit.",Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.151,What field 'status' is required in collection 'results'?,"Type: enum; Rule: draft, imported, under_review, approved, published, corrected, withheld.",schema_field,MVP,,results,,,sensitive,"Create field results.status as enum; enforce rule: draft, imported, under_review, approved, published, corrected, withheld.",Schema test validates field type and presence.,Yes
05 Data Schema,collections,05.152,Should collection 'certificates' be created?,Yes.,schema,MVP,,certificates,,,sensitive,Create Directus collection certificates with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.153,What field 'id' is required in collection 'certificates'?,Type: uuid; Rule: primary key.,schema_field,MVP,,certificates,,,restricted,Create field certificates.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.154,What field 'certificate_number' is required in collection 'certificates'?,Type: string unique; Rule: required.,schema_field,MVP,,certificates,,,sensitive,Create field certificates.certificate_number as string unique; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.155,What field 'verification_code' is required in collection 'certificates'?,Type: string unique; Rule: required public-safe.,schema_field,MVP,,certificates,,,public,Create field certificates.verification_code as string unique; enforce rule: required public-safe.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.156,What field 'student_id' is required in collection 'certificates'?,Type: many-to-one students; Rule: required.,schema_field,MVP,,certificates,,,sensitive,Create field certificates.student_id as many-to-one students; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.157,What field 'result_id' is required in collection 'certificates'?,Type: many-to-one results; Rule: required.,schema_field,MVP,,certificates,,,sensitive,Create field certificates.result_id as many-to-one results; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.158,What field 'school_id' is required in collection 'certificates'?,Type: many-to-one schools; Rule: required isolation.,schema_field,MVP,,certificates,,,sensitive,Create field certificates.school_id as many-to-one schools; enforce rule: required isolation.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.159,What field 'certificate_type' is required in collection 'certificates'?,"Type: enum; Rule: participation, merit, topper, appreciation.",schema_field,MVP,,certificates,,,public,"Create field certificates.certificate_type as enum; enforce rule: participation, merit, topper, appreciation.",Schema test validates field type and presence.,No
05 Data Schema,fields,05.160,What field 'pdf_file' is required in collection 'certificates'?,Type: file; Rule: private generated certificate.,schema_field,MVP,,certificates,,,sensitive,Create field certificates.pdf_file as file; enforce rule: private generated certificate.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.161,What field 'issued_at' is required in collection 'certificates'?,Type: datetime; Rule: nullable until generated.,schema_field,MVP,,certificates,,,public,Create field certificates.issued_at as datetime; enforce rule: nullable until generated.,Schema test validates field type and presence.,No
05 Data Schema,fields,05.162,What field 'revoked_at' is required in collection 'certificates'?,Type: datetime; Rule: nullable.,schema_field,MVP,,certificates,,,public,Create field certificates.revoked_at as datetime; enforce rule: nullable.,Schema test validates field type and presence.,No
05 Data Schema,fields,05.163,What field 'revocation_reason' is required in collection 'certificates'?,Type: text; Rule: required if revoked.,schema_field,MVP,,certificates,,,restricted,Create field certificates.revocation_reason as text; enforce rule: required if revoked.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.164,What field 'status' is required in collection 'certificates'?,"Type: enum; Rule: draft, generated, issued, revoked.",schema_field,MVP,,certificates,,,public,"Create field certificates.status as enum; enforce rule: draft, generated, issued, revoked.",Schema test validates field type and presence.,No
05 Data Schema,collections,05.165,Should collection 'audit_events' be created?,Yes.,schema,MVP,,audit_events,,,restricted,Create Directus collection audit_events with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.166,What field 'id' is required in collection 'audit_events'?,Type: uuid; Rule: primary key.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.167,What field 'trace_id' is required in collection 'audit_events'?,Type: string unique; Rule: required.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.trace_id as string unique; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.168,What field 'actor_user_id' is required in collection 'audit_events'?,Type: many-to-one directus_users; Rule: nullable for system events.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.actor_user_id as many-to-one directus_users; enforce rule: nullable for system events.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.169,What field 'actor_role' is required in collection 'audit_events'?,Type: string; Rule: required if actor known.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.actor_role as string; enforce rule: required if actor known.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.170,What field 'action' is required in collection 'audit_events'?,Type: string; Rule: required.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.action as string; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.171,What field 'entity_name' is required in collection 'audit_events'?,Type: string; Rule: required.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.entity_name as string; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.172,What field 'entity_id' is required in collection 'audit_events'?,Type: string; Rule: required.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.entity_id as string; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.173,What field 'previous_status' is required in collection 'audit_events'?,Type: string; Rule: nullable.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.previous_status as string; enforce rule: nullable.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.174,What field 'new_status' is required in collection 'audit_events'?,Type: string; Rule: nullable.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.new_status as string; enforce rule: nullable.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.175,What field 'ip_address' is required in collection 'audit_events'?,Type: string; Rule: nullable.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.ip_address as string; enforce rule: nullable.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.176,What field 'external_reference' is required in collection 'audit_events'?,Type: string; Rule: nullable.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.external_reference as string; enforce rule: nullable.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.177,What field 'reason' is required in collection 'audit_events'?,Type: text; Rule: nullable.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.reason as text; enforce rule: nullable.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.178,What field 'created_at' is required in collection 'audit_events'?,Type: datetime; Rule: system generated.,schema_field,MVP,,audit_events,,,restricted,Create field audit_events.created_at as datetime; enforce rule: system generated.,Schema test validates field type and presence.,Yes
